,author,authorChannelUrl,text,likeCount,publishedAt,offensive/non offensive,Algerian Dialect,auto_annotation,result
272,rim mouni,http://www.youtube.com/channel/UCMWcBZbVaaAv9_0pyAM0mbQ,تلقاهم قاعدين في الطريق يعسو في بعضاهم يتفرجو مع النسا لا حشمة لا والو ساعات نكون ماشية في الطريق الله المشية تتلفلي من الشوفة تاعهم علاه احنا هاكا علاه علاه لازم يشوفو هاكا ياسيدي ربي ماهيش تهدر في حاجة غالطة بينكم بين رواحكم على بالكم بلي هذا واش راهو صاري الاغلبية من الرجال في بلادي عندهم هادي العقلية يا خسارة سمعتو كلامها اولتوه كيما حبيتو بف تعييو الي حس روحو بلي سبتو راهو من الفية هاديك اما الرجال تاع الصح ماهومش قاعدين للتفاهات هادي شكرا,0,2020-10-20T20:29:26Z,p,,p,
274,karima touati,http://www.youtube.com/channel/UCWByKX7eZBl3g39_yrTmeUw,واش راكي تحسبي في روحك شوفي جبهتك نقدر نكتب فيها تاريخ كامل ويبقا لفراغ انتي جي طيحي برجال يخي مريقوش عليك برك,0,2020-10-20T20:24:06Z,p,,p,
301,Adel Adel,http://www.youtube.com/channel/UCjP6nfqa_7Nz_2ZV-xWj32Q,وانت خامجة كيفها طريقتها في الكلام تدل على انها بنت شوارع,1,2020-10-22T22:43:19Z,p,,p,
306,Benakouidre Abdrraouf,http://www.youtube.com/channel/UCa3kojJAQg4wmMBTdro6UlA,روحي نتي برك مهوش من وجهك الجزايري اترباو نريق على وحدة كيفك مخلوعة بروحك نتي تمثلي المراة الجزايرية,0,2020-10-20T19:45:01Z,p,,p,
307,3mirovich Amiro,http://www.youtube.com/channel/UCGPoC0A_1J5Fhdl6jKI2i9A,شكون هذي خرية لي خرجت جديدة زعما زعما في دارهم دور بسليب وخوها فرحان بيها,0,2020-10-20T19:43:49Z,p,,p,
314,Nï Hæd,http://www.youtube.com/channel/UCQPm-89C21J0cgGh5RzsRRA,ياربي يا كريم ماعندو ما دخلك فرجال نتي خمي في روحك ماهيش هدرا تهدريها هادي هيا صح كاين رجال تلقايهم يعسو فشيرات بصح نتي شا دخلك شا دخلك ختي خمي في روحك شويا علعام نتي سابغتلنا داك لوجه مكوافيا شعرك بصح وجهك الحقاني الله اعلم شكون راه شايفو نتي كون تڨلعي ديك صبيغة لي راكي دايرتها في وجهك مشي خير كيما قالهالك واحد روحي ڨلعي داك لماكياج طلعي داك شعر عادوي شا كنتي تهدري باسك جابلي ربي هبلتي صح,0,2020-10-20T19:33:33Z,p,,p,
317,Yot Tyr,http://www.youtube.com/channel/UCNTobCpzubwhRDxog4f1oag,تاع وجهك يديك جزايري والله ماتحشمي مداير كي شر,0,2020-10-20T19:31:01Z,p,,p,
329,Hayat Hallouche,http://www.youtube.com/channel/UCI6QjjztfNDYof9R_a-tqhg,106,0,2020-10-20T19:00:08Z,p,,p,
336,Ibrahim Gourine,http://www.youtube.com/channel/UCkvwVTjtXb-jsF9CQhzHELw,روحي سقمي العفايس تاع العروبية المضحكة تاوعك مبعد هدري,0,2020-10-20T18:39:23Z,p,,p,
341,Jakob Nasri,http://www.youtube.com/channel/UCXBk4m_vOLrmKx81JoZC5Xw,مفهمتش انا دوكا كي راكي تعايري في الجزايريين ونتي زعما مين خرجتي زعما نتي منين حتى نتي جزايرية كيما نتي كيما لوخرين او ماكيش بنت تبون روحي داوي على روحك تفووه عليك مسختي الزمعة الجزايريين الله يهديك هذا واش نقولك,0,2020-10-20T18:19:29Z,p,,p,
344,مواهب _ ضائعة,http://www.youtube.com/channel/UCVlG0QMKses0uXblMT6oL7g,30 كيلوا مكياج تجي تهدر معاى مليون شاب تفوو بيك,0,2020-10-20T18:14:46Z,p,,p,
345,فايز اياد,http://www.youtube.com/channel/UCIczoIpVEox7XFllKMC4wrg,ماشي مربية التربية 0,0,2020-10-20T18:12:08Z,p,,p,
352,TALBI Sarah güzal sarah,http://www.youtube.com/channel/UC9FE2uvs4Fw0xf3Q-asdDVA,لوكان تنوض شيما ربي يرحمها مالقبر ذرك تقلك بلعي فمك خليني نموت بعقلي,0,2020-10-20T18:01:03Z,p,,p,
362,تكنو لوجيا,http://www.youtube.com/channel/UCyxQcz7DP3HgHeZJIbWxzdg,صح مونيا فغول معندهاش حق باش تقول على لانسان حيوان بصح انا تبانلي صح في واش راهي تقول لوكان مشافتش العوج مكانتش تهدر هكذاك رانا عايشين كمل في بلاد وحدة علابلنا واش راه صاري منغطوش الشمس بالغربال,0,2020-10-20T17:38:06Z,p,,p,
365,celia sisi,http://www.youtube.com/channel/UCFBOdtV4ppMHLvXYX5qF3tg,انا راني معاها كاين فية من لي جان والله غير يلقاو كلبة يدنقو ليها يتبلاوها ربي يهدينا,0,2020-10-20T17:13:41Z,p,,p,
373,Chikhi majdob Chikhi,http://www.youtube.com/channel/UCnWtG5mG6_w9KIguIGFYJ5g,تعلمتي زوج حروف فرونسي وطلستي وجهك قعدتي طرطقي كي لميص روحي خري وشميه يوليلك عقلك,2,2020-10-20T16:51:06Z,p,,p,
380,Bouha Boh,http://www.youtube.com/channel/UCz45qO8pXVXqpyi5-kt3ANg,اسمعي نت متشبيه لوالو وزايدون جبهتك علاه راكي مخبيتها بشعرك باسكو قد وهرن ملا نقولك شي حجات وخداخرة توديك اني نخمم في خوتك وباباك مين راه فرحان بيك وسلام,0,2020-10-20T16:35:48Z,p,,p,
390,Sarah Sisi,http://www.youtube.com/channel/UCyoBtj_yy2q7xVBUtzcl_qw,عندها الشعر مشي الحق اذا كان عاجبك الحال كي قالت عالرجال كلاب فانت منهم,0,2020-10-21T16:17:42Z,p,,p,
392,Samir Chaabna,http://www.youtube.com/channel/UCzluPbd0qO54DWjmEQ8TCNQ,واش صرالك يخي مخلوعة يخي روحي فيقي روحك شكون مقيمك واحد معلابالو بيك لا جاية ولا رايحة واش من زين عندك والله ضحكتيني شوفي لعندي في الدار والله ما تجي قدامها لكان تغطسي روحك في الذهب في لعسل بصح والله تباني جبرية وحبة تتشهري درتي هذا القالب والشعب كامل علابالو وين حابة توصلي روحي يا بنت الناس توبي لربي سبحانو وبركاي من السوق لي راكي ديري فيه درتي التبهديل,0,2020-10-20T16:03:21Z,p,,p,
394,Ayôùb jõûnti,http://www.youtube.com/channel/UC1l_Nw9Ki7HlYUKDhrE-zKw,روحي شوفي كاش واحد يلعب موسخة,0,2020-10-20T15:56:40Z,p,,p,
407,Si Ham,http://www.youtube.com/channel/UC3Yr44u-uZKbZNS3cmhgP7Q,كاين شوية ليجان والله يستاهلو كلاب رخااص لي يغتصبو كبار وصغاار كاينين لي يستاهلو والله حقيقة كينا منها كاين فية قليلة ولاد فاميليا مي والله كاين مايحشمو,0,2020-10-20T15:22:02Z,p,,p,
416,Reda Gtd,http://www.youtube.com/channel/UCTGT__C_I5XNvN8lB2QhFPA,قداه جبهتك ياخي حالة,0,2020-10-20T14:50:28Z,p,,p,
422,Amalia Amir,http://www.youtube.com/channel/UCQA2W227kmPqGFWUwQjEwEQ,مونيا روحي للخارج مادام عندك فيزا باسبور عيشي مع المتقدمين وخطيك من المتخلفين دول العالم الثالث,1,2020-10-20T14:37:04Z,p,,p,
426,الهاك tv,http://www.youtube.com/channel/UCeIH_qgDwD-5JG6pYSVL8Lw,الدخيره غاليه والهدف رخيس,0,2020-10-20T14:30:16Z,p,,p,
443,Wael 31 Wael,http://www.youtube.com/channel/UCBjRftVXmjkQndwlhL55JSQ,انا لن ارد عليها لانني اعرف اني لن استفيد شيء ولكن التجاهل يرجع اي انسان او حيوان مثلها حشاكم الى حجمه مونيا انتي لما قلتي حيوانات هل ابوكي وامكي من ضمنهم كان عليك القول بعض الرجال المغتصبين وليس الجزايريين لاننا لسنا حيوانات,1,2020-10-20T14:16:14Z,p,,p,
445,Abdra Zaoui,http://www.youtube.com/channel/UCfS_N_CL8KSTBIPBy36TYAg,ياك ياك ياك تعايري في الجزايريات اللي جابو الفحولة والمساطيش تعايري فلي لوكان يديرو اليد في اليد يحرو فلسطين الي يستاهلو حور العين تعايري في ولدي وخويا لي نعرف بلي يحرو البلاد ياك معلبالكش بلي الجزايري مايحبش الذل والاهانة لبنت بلاده ياك متبلاوكش يا لي دايرا كيلو ماكياج والكيراتين لشعرك لي كما عش الزاوش زيدي زيدي بصح صح ولدي نجيبله لالاك الفحلة والحرة ونخليك يتزوجك الفن العفن لي كيفك,0,2020-10-20T14:08:23Z,p,,p,
448,nour baghdadi,http://www.youtube.com/channel/UCIb95gUWAb4IbA10tDKCWPA,الله غالب عليك مونيا مكانش الي قابرك ولا داها فيك مسويتيش الله غالب معليش رقي بالاك يجيبلك ربي بالاك على ربي ولا نقولك روحي عند ولاد خيرة يقطعولك بسبع حبات قمع في ودنك بالاك يجيبلك ربي بايرة معليش,0,2020-10-20T13:58:30Z,p,,p,
464,Dhya FaLi,http://www.youtube.com/channel/UCbTYURDaZcofkMVv8MB2wKw,كافية ناتنة تفوه,0,2020-10-20T13:33:31Z,p,,p,
469,توم و جيري اشترك,http://www.youtube.com/channel/UCGpPsf8QsjF9Uv9b52XdY_g,عطايا,0,2020-10-20T13:18:36Z,p,,p,
472,TAJ ff,http://www.youtube.com/channel/UCYXLem4u8jNDcnN_mUL2MTQ,ختك,0,2020-10-20T13:12:09Z,p,,p,
477,Manel Manel,http://www.youtube.com/channel/UC8xipZaCfixqGxOVGNdif-Q,عندها الحق مطلقتو لا متحجبة لا عريانة,0,2020-10-20T13:04:12Z,p,,p,
484,Nour el houda,http://www.youtube.com/channel/UCHZGea-YE_VRGpdn9drfS3Q,روحي نشالله ربي يهديك,0,2020-10-20T12:53:07Z,p,,p,
495,سارة سارة,http://www.youtube.com/channel/UCvCnV9ZpmJk8g8xIvkixxuQ,نا نهدر لحق هذي لبنادم انا اصلن منحبهاش من عند ربي مي في حوايج عندها الحق ونتوم للاسف شعب متحبوش الكق انا راني نشوف برا يشوفو طفلة فايتة يسكانيوها ملفوق لتحت حتى لمشية تتلفلك مالغري مستورة ولابسة حاجة طويلة وعريضة انا نلبس هكذ اتوجور بلمستور وراصي منهزوش مي هكاك وديفوا نتعرض لهذي ظاهرة تكحال وتدناڨ بزاف تقول شافو منعرف وشنهي يخي رانا عباد كيما نتوما لحم ودم هذا مكان يشوفو وحدة عريضة برا تكون مستورة ولابسة طويل ولعريض مي علاجال كي عادت عريضة ميطلقوهاش بعينيهم ياكلوها ومبعد تلعبوها معلابالكمش بلبنات وبنات لجزاير فيهم وفيهم و كن راه كل وا حد حاكم دينو وصلاتو وكل وحدة متبعة دينها ومستورة كن رانا في هناء اسفة على هذا لكلام مي هذا هو واقعنا مخلوعين بزاف حتى تحشمي تمشي مع خوك ولا باباك مهم واحد مايجي يشرك فمو معايا راني نهدر على فية معينة ولبنات لي معريين ولابسين لبسة مونيا نقلكم تستاهلو خاطر نتوما لي حابينها لرواحكم,0,2020-10-20T12:27:27Z,p,,p,
499,Africain du Nord,http://www.youtube.com/channel/UC-UyKTLKXavHD2ExVZX9v1w,شوفي الفيديو مليح وجربي تفهمي الكلمات وفي الاخير تلقاي روحك بلي الشعب هو الصحيح ونتي رفادتها شكامة حاشاك ماكانتش تقصد فية لوكان جات تقصد فية توضح ارواحي نتي ودخليهالي في راصي تقولك كبير صغير مشايخ ومبعد تقول حنا يعني قاع حنا على شكون قالتها قالتها على الشعب الجزايري ياك هي منهم ملخر هاذي ما تعرفش تهدر وسلام عليكم,1,2020-10-20T17:56:30Z,p,,p,
502,Hadil Hadil,http://www.youtube.com/channel/UCPt9QYaAMFv2cTvzKxw1TvQ,باختصار ياخي حمارة,0,2020-10-20T12:15:34Z,p,,p,
510,Youcef Ch,http://www.youtube.com/channel/UCr5xknuj0Yg6w6bcCg6yAaA,احشمي على روحك روحي استري روحك واذا نت فحلة اغسلي وجهك مليح بالصابون وباني في فيديو واحداخر انت يانعناعة كبرتي وليتي تسبي في ولاد بلادك انت شكون يندب عليك اصلا غدوة نشاله تنحقري في الطريق ماتلقاي غير ولاد بلادك يديفونديو عليك دايرة 10 كيلو ماكياج في وجهك احشمي استري روحك انت حشمتي باه راكي تهدري على الجزايريين اترباي شوية,1,2020-10-20T11:51:30Z,p,,p,
513,joujou joujou,http://www.youtube.com/channel/UCG0ANfoSvU2yeqwszjPxQuA,يخا عليك واش هذا النيفو تاعك والله غير ملقيت منقولك ريوڨ انا عمري لسمعتها هذي ولا شفتها ربي يهديك والله عيب علسك انت ممثلة تتكلمي هكذا وديري هكذا سبحان الله علا هذي الجزاير مش ريحا تروح لبعيد,0,2020-10-20T11:47:55Z,p,,p,
515,Bakar Bakar,http://www.youtube.com/channel/UCMzyscmFaoI2PLj5weEGIrA,هاذي المخلوقةمازال راها راقدة روحي شلشي بلعسل ورواحي هدري على ولاد جزاير كيما كانو ولاد بلادي وتحيا ولاد بلادي,0,2020-10-20T11:44:39Z,p,,p,
519,Iojain Samona,http://www.youtube.com/channel/UCgifRv7TqG9JSS_79iakQSg,روحي داوي روحك يا معقدة ورجال ميدناوش لينا غير الا طفلة مدتلو هي فرصة ماشي هي تمشي في حالها وهو يروح ليها,0,2020-10-20T11:33:59Z,p,,p,
522,kim yuna,http://www.youtube.com/channel/UCJyslFf8NcrKNJvQ7NQ0Jvg,كيديرا على حالتها لزينة تروح تربي روحها في تجي تهدر على جزاير هدي اصلا منعرفهاش حاسبة روحها مشهورة عورة بصح هدو الشباب الله غالب لا مشي مربيين الله غالب مكان كندلهوم بصح المربي لد الفملية مسلم الحقيقي ميدريش هكا,0,2020-10-20T11:26:52Z,p,,p,
524,youcef Dady,http://www.youtube.com/channel/UCvnBAW-HemUvsmey5JltxHg,هادا لي قالك عطيناهم قدر شادي ولاو ڨوريلا حاشى خلق الله المراة الاسلام رجعلها الكرامة والان للاسف الشديد بعض النساء تخلاو عن الاسلام,0,2020-10-20T11:21:53Z,p,,p,
528,Mohamed Djaafar,http://www.youtube.com/channel/UCno6VGEC7CTTF6ANDS_fQag,كيما قلتي ربي يهدي كل الامة الاسلامية بصح هي لازم تحشم,0,2020-10-29T11:27:05Z,p,,p,
530,Mohamed Djaafar,http://www.youtube.com/channel/UCno6VGEC7CTTF6ANDS_fQag,تلقيتي الشعب الجزايري ساكت صاي متحشميش لمعايا يدير رد ليحب ربي سبحانه وتعالى,0,2020-10-27T10:01:32Z,p,,p,
531,جنتي اولادي,http://www.youtube.com/channel/UCSVJ0uLxXosycXHBVIeJzsg,راهي توري في روحها فقط ملقاتش حتى كلب يشوف فيها او غايضها الحال,0,2020-10-25T11:21:17Z,p,,p,
534,Pablou Eskoubar,http://www.youtube.com/channel/UCU0KpbhP6Woj2-8vaStvwdQ,روحي كبري لبوندة ورقدي,0,2020-10-20T10:52:26Z,p,,p,
543,Minoucha Nina,http://www.youtube.com/channel/UCREj9KaW5UZF1ENW0F9NuJA,حنا دزايريين خط احمر والله هاذي تدخل عندنا نعاملوها كي كلب,0,2020-10-20T10:33:39Z,p,,p,
544,Moh Moh,http://www.youtube.com/channel/UC61dT1y3uLR86VYwMw8p_Rw,الله لا تربحك الفنانين يشرفو بلادهم نتي راكي بهدلتي بينا تهضري على ولاد بلادك راهم سياد سيادك رجالة زوعامة حوجي يا حوجي لوجور تاعك تعشقو فالشكامة يا وسخة الله لا تربحك طول ما نتي راكي تسبي فالشعب الجزايري ثفوه في هداك الوجه خنزة,13,2020-10-20T10:33:19Z,p,,p,
