,text
268,واش حازني نتفرج هاد الفيديو هاد البمرا ستغفير الله
418,مختلطي روحك مع النخالة مينقبك الجاج
107,معليش نسقسيك واش كي تموتي واش نستروك ولا لا
737,كالقيتش واش واش نقلك روحي داوي عندك مرض تع القصبات الهوايية المزمن ومرض السكري نقص
579,دايريا صليب في رقبتها
1509,الف رحمة نور على روحك الطاهرة يا ريم طول حياتك محترمة مودبة رحيلك كان صدمة للجزاير الله يرحمك برحمته الواسعه ويسكنك فسيح جناته ويجعل قبرك روضة من رياض الجنة
2084,عندك الصح واه نيشان كي تفوت عليهم بنت يبغو ياكلوها مشي متربين والمشكلة ولات حتى في الشيوخ يا خي امة
2391,في كل حاجة دخلوا الجهل المقدس
546,اهدري قد قد احشمي اهدري بكلمة طيبة كيما متزيدوش تعودوا ولا اي كلمة
2420,هده فسق مثلك اسف دولة فتحت بيهم بيوت دعار من اجل صبع زرق عروبي عصابة اما احرار لد احلال الله الله ميعرفك وراك
1927,ياودي روحي طهر روحك عاد تكلمي على غيرك
1364,وجهك صحيح وتزيدي تبيني فيه بصح ملومكش انتي لومو لمبعر لي عرظك في هاذي الحصة
232,عندك الصح مونيا راني معاك في قاع لي قلتيه انا وهراني عايش في لالمان نصيحتي ليك قاع الموهوبين هربي هاديك قاع مش بلاد بلاد شابة شعب جاهل ما درنا والو
2282,واش يشوفو في فيقورا نتاعك ه ياربك راصها تقول حبة بدنجال ه
1497,ارض
798,هاذا الاختصاب لي راكي تهدري عليه نومومو يديروهولك ليك من الفم
979,يهديك ربي يا سمير
369,جبهتها راهي داية قاع بلاص تا وجها
2436,جبهتك تمثل ثلث جهة التحرير الوطني نقدرو نبنيو سطاد جهة تاعك يا زحح
141,حشمت روحك الله يهديك كنتي تهدري على شيماء راحتي دخلتي في موضوع اخر الله يهديك وصاي
1638,اشحال منحبهاش هاذ المعزة
1505,ياو فاقو نعناعة
2366,نحيتي الحياء وزدتي الدين بالاك متخلعوش فيك نتيا وليتي تقصفي فيهم وليتي لاارادي طيحتي قدرك يا كشرودة
377,بلعي فمك وحشمي
1476,اخ اخ اخ خسارة فيك بزقة
926,نعناعة رجعة لعوايدها عندها وجه صحيح باردة القلب
2410,والله غير تحيا سهيلة معلم قديمة فالفن وجامي هدرت هكا
978,بنادم ولا تالف في ضلام جبهة افريقيا
703,سلام لزامي حبيت نفهم حاجة نتي علاه سبيتي شعب الجزاير معليهش ديكلاري على شيماء انا معاك بصح ماشي تسبي شعب الجزاير راه عندو كرامة وثاني حاجة وشي هيا ريوق راكي من نيتك وحدى كيما نتي بين قوسين والو والو راكي والو راكي مشي تهدري علينا حنا حتى ابو خو زوجك فاهم ولا سلام عليكم دمتم في رعاية الله وحفظه
2525,كي راكي تسبي في الشباب الجزايري نتي معلابلاك بوالو راكي غير تهدري بلا ما تخمي روحي وزيدي تعلمي تقراي وتعلمي تهدري باش تهدري علي الشباب الجزايري لفحل روحي خبي وجهك
769,واش دخل الملابس فالدين تلقا لابسة جلباب واخلاقها زيرو علاه نتا حاسب التربية هي الملابس الهدرة الي قالتها صح مالجري غلطت شويةمي جابتها فالصميم حكات على الواقع وحكات عامة ما عايرت حتى واحد واذا نتا قاستك هدرتها تسما حتى نتا فيك الديفو
1188,من حقك تعبري على رايك بكل حرية لكن دون تجريح او تعميم وكلنا تعاطفنا مع شيماء وكل ضحايا الاغتصاب من الجنسين
1140,استري لحمك
1494,يقول المثل الشعبي اضربوا يعرف مضربو
1697,ما زالتوا تهدروا تعطوا القيمة لروحكم الله ما فهمنا والوا من هذا القوم
1496,يا ودي المشكلة ماشي هنا احنا من قبل الفيديو منحبوكش
1030,تعيف هاتستاهلش كلمة فنانة هدي طيابة الحمام خير منها
1262,امنتك يا حمودة القنات لي تحب تخصر شعبيتها تستضيف وحدة كيفك
843,شوف اسس
1624,ضحكتيني ذرك كنت نقول نفس لكلام وشوفي الطحان لاستضافها شكون هذو
2242,لهي في جبهتك لي درو فيها حرب عالمية1 منبعد لهي لرجال وبنات فميليا
1264,انا نصيحي للقنوات الوطنية ماتزيدوش تحبوها راهي مكروهة من كل الشعب الجزايري مهما قالت ومهما عملت ماراحش يصدقها حتى واحد هي اصلا ماصطة لاصطة من قبل الفضيحة لعملتها
2388,كان من المفروض ان تمضمضي فمك قبل ان تصفى خلق الله بالحيوانات الادهي الامر تقولين كلاما يندى له الجبين انت تعلمين علم اليقين انه سيصل لذويك يسمعه ابوك اخوك جارك لكن ان لم تستحق فقل افعل ما شيت صدق من قال لا يمكن لشجرة الشوك ان تثمر عنبا والله غير ربي يهديك يا بنت الناس
991,هادى غالطة في روحا بزاف يا لمعزة لعندى فلكوري شابة عليها نسات بلي لبلاد راها قارة وين تبان يجايحة
573,ذهبت الى بلاد الاسلام وجدت الاسلام ولم اجد المسلمين وذهبت الى بلاد غير الاسلام وجدت المسلمين ولم اجد الاسلام
969,تعايرو فيها وتابونيوها فانستا يلملايين هادوك نتوما ماشي قور يجو يابونيوها يا منافقين عندها صح وش قالت عليكم مغلطتش ولا كلمة
352,ربي يهديك وخلاص
392,جماعة هذي شكون مدونة شخصية كاريكاتورية ممثلة مانعرفهاش مثلت في مسلسل البذرة
2273,انت عايشة في عالم اخر خاص بيك انت وحدك
950,ساهلة تقدري تحطي الفيديو كامل واحنا نحكمو عليك هذا اذا لقيتيه يالخبزيست
2500,بصح هنا قاستها صح قالت صح
2516,هه خمي قبل ما تهدري انا راني نهدر على المتحجبات الحقيقيات ماشي على هاذوك اللي يحطو شواوة على راسهم ويلبسو السروالات بالخمار هذوك داروه شباحة هذو امثالك اللي لازم يسكتو لوكان يلبسو حجاب تعصح ويشدو قدرهم ويبعدو على الخامجين والله مايتبلاوهم
1981,شبهة السطل
644,راكم ظلمتوها
2544,متستاهلش الرد اصلا
2086,مكدبتش راهي تقول فصح نتوما متحبوش ليقول الصح
35,ماعندها الحق تهدر على الجزايريين انسات روحى ياك حتاهي جزايرية ومشي على جال بعض الناس تسب كامل الجزايريين
330,صراحة كلامها صحيح 100 ولي طلعها غالطة راهو شاك في روحو
1038,هذه جبهة الله يبارك
192,تهدر على الاسلام وهي لابسة الصليب كي الخماجة طحانة
